district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27,rps28,rps29,rps30,rps31
板橋區,房地(土地+建物),新北市板橋區五權街３０巷２４弄１號,24.6,住,,,1110103,土地1建物1車位0,一層，平台，騎樓,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671021,86.08,3,1,1,有,無,12500000,145214,,0,0,,RPQPMLRKJHHGFAF77DA,86.08,0,0,無
板橋區,房地(土地+建物),新北市板橋區中正路３２５巷３弄２３號二樓,24.5,住,,,1110101,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,651228,81.78,3,2,1,有,無,9360000,114453,,0,0,前陽台外推，依使用現況點交陽台外推；,RPSOMLQKKHHGFAF87DA,81.78,0,0,無
板橋區,房地(土地+建物)+車位,新北市板橋區莊敬路４８之２號三樓,6.52,商,,,1110105,土地1建物1車位1,三層,二十三層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,870416,125.81,3,2,2,有,有,19000000,151021,坡道平面,38.62,0,,RPWPMLPKKHHGFAF28DA,65.22,0,4.05,有
板橋區,房地(土地+建物)+車位,新北市板橋區漢生西路１６９號十二樓,9.51,住,,,1110105,土地1建物1車位1,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090727,125.35,2,2,1,有,有,17760000,182782,坡道平面,38.58,1900000,橫移平面車位,RPQNMLQKKHHGFAF57DA,44.93,5.27,6.2,有
板橋區,房地(土地+建物)+車位,新北市板橋區漢生西路１６９之２號九樓,7.57,住,,,1110107,土地1建物1車位1,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090727,85.19,2,2,1,有,有,14350000,189496,坡道機械,14.74,1000000,,RPRNMLQKKHHGFAF67DA,42.37,0,3.44,有
土城區,房地(土地+建物)+車位,新北市土城區學士路２６８號十六樓,17.45,住,,,1110108,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100723,123.8,2,2,2,有,有,18240000,147334,坡道平面,30.64,0,,RPTPMLQKKHHGFAF08DA,56.97,2.04,4.48,有
板橋區,房地(土地+建物),新北市板橋區中山路二段４６５巷１０２號,27.6,住,,,1110106,土地1建物1車位0,一層，平台,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,,98.53,2,1,2,有,無,13000000,131940,,0,0,陽台外推；,RPXNMLRKKHHGFAF38DA,98.53,0,0,無
林口區,土地,國宅段78-1地號,2071,住,,,1110103,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,216134739,104363,,0,0,,RPSTMLOKJHHGFBF18DA,0,0,0,無
新莊區,房地(土地+建物),新北市新莊區建安街２４號六樓之三,8.73,住,,,1110109,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,801009,60.51,2,2,1,有,有,6880000,113700,,0,0,陽台外推；,RPROMLSKJHHGFBF97DA,35.45,0,7.67,有
新莊區,房地(土地+建物)+車位,新北市新莊區福美街１１號十六樓,22.17,商,,,1110122,土地1建物1車位1,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091120,223.88,3,2,2,有,有,23720000,117669,坡道平面,38.02,1850000,親友、員工、共有人或其他特殊關係間之交易；,RPORMLPLJHHGFBF77DA,109.82,7.96,6.66,有
林口區,土地,林口段213地號,671.4,,,,1110126,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,50360000,75007,,0,0,,RPOOMLQLJHHGFBF57DA,0,0,0,無
新莊區,房地(土地+建物),新北市新莊區新北大道七段２１９號十一樓之五,6.68,住,,,1110101,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820803,85.25,3,2,1,有,有,8050000,94428,,0,0,,RPQVMLQLJHHGFBF48DA,50.45,0,4.37,有
新莊區,房地(土地+建物)+車位,新北市新莊區福美街９號十六樓,21.76,商,,,1110122,土地1建物1車位1,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091120,223.2,3,2,2,有,有,23530000,117075,坡道平面,38.02,1850000,親友、員工、共有人或其他特殊關係間之交易；,RPRQMLQLJHHGFBF08DA,108.39,9.63,6.54,有
五股區,房地(土地+建物)+車位,新北市五股區芳洲七路１６號九樓,19.3,住,,,1110115,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040820,134.39,3,2,1,有,有,13000000,96733,坡道平面,26.48,0,陽台外推；,RPQNMLSJKHHGFBF77DA,61.85,4.44,6.52,有
新莊區,房地(土地+建物),新北市新莊區復興路一段２１８巷１６號二樓,21.2,住,,,1110122,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,660317,71.29,3,2,1,有,無,7700000,108010,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTQMLRJKHHGFBF28DA,71.29,0,0,無
五股區,房地(土地+建物)+車位,新北市五股區新五路二段６５６號四樓,23.4,住,,,1110106,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080807,133.34,2,1,1,有,有,12000000,89996,坡道平面,28.81,0,,RPOSMLLKKHHGFBF47DA,61,3.71,4.11,有
新莊區,房地(土地+建物),新北市新莊區中正路８５３之７號二樓,99.73,工,,,1110108,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,730913,367.6,0,0,0,無,無,25500000,69369,,0,0,**本標的為廠辦**陽台外推；,RPUSMLOKKHHGFBF38DA,350.09,0,17.51,無
新莊區,房地(土地+建物),新北市新莊區中信街１７８號九樓之三,6.71,商,,,1110104,土地1建物1車位0,九層,二十四層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1060926,56.52,0,1,0,有,有,9480000,167728,,0,0,,RPWOMLOKKHHGFBF18DA,31.57,1.92,4.51,有
新莊區,房地(土地+建物),新北市新莊區大觀街４２巷１１弄１號,30.83,住,,,1110122,土地1建物1車位0,一層，平台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691111,88.41,3,1,1,有,無,3996536,45205,,0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPWNMLQKKHHGFBF28DA,88.41,0,0,無
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段４９０號十樓之二,18.29,住,,,1110116,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,940124,112.08,2,1,1,有,有,8600000,86301,坡道平面,29.81,1500000,,RPVRMLQKKHHGFBF58DA,49.36,4.92,2.65,有
新莊區,房地(土地+建物)+車位,新北市新莊區思源路４１２號十九樓,13.27,商,,,1110116,土地1建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100916,148.29,2,2,1,有,有,24150000,199289,坡道平面,38.65,2300000,,RPUPMLPKKHHGFBF18DA,62.33,4.18,4.94,有
石碇區,土地,崩山段崩山小段565-4地號,4588,,山坡地保育區,農牧用地,1110121,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,7000000,1526,,0,0,,RPVOMLRJKHHGFCF38DA,0,0,0,無
深坑區,房地(土地+建物)+車位,新北市深坑區北深路三段１０６號六樓,27.39,住,,,1110112,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830111,155.28,5,0,2,有,有,11500000,74060,升降平面,0,0,陽台外推；其他增建；,RPSTMLTJKHHGFCF78DA,103.37,0,13.74,有
新店區,房地(土地+建物),新北市新店區寶興路６０巷６號二樓,28.26,工,,,1110113,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,700829,101.22,2,2,1,有,無,11660000,115195,,0,0,其他增建；,RPWOMLTKJHHGFCF68DA,87.48,0,13.74,無
新店區,房地(土地+建物)+車位,新北市新店區寶元路二段３５巷１號二樓,37.62,住,,,1110109,土地1建物1車位1,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,891229,151.56,3,2,2,有,有,20000000,131961,坡道機械,0,0,陽台外推；其他增建；,RPQOMLMLJHHGFCF47DA,94.71,0,7.92,有
汐止區,房地(土地+建物)+車位,新北市汐止區連興街５０號２０樓,11.92,商,,,1110109,土地1建物1車位1,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850809,160.57,3,2,2,有,有,18850000,117394,坡道平面,0,0,陽台外推；,RPXRMLNKJHHGFDF58DA,82.86,1.72,11.67,有
汐止區,房地(土地+建物),新北市汐止區大同路二段２５３號五樓,6.15,住,,,1110122,土地1建物1車位0,五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001223,68.7,1,1,1,有,有,10600000,154294,,0,0,,RPPNMLLKKHHGFDF27DA,46.3,0,2.14,有
汐止區,房地(土地+建物),新北市汐止區汐萬路二段２７５巷３弄３號５樓,24.08,,鄉村區,乙種建築用地,1110108,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701221,86.13,3,2,1,有,無,4500000,52247,,0,0,陽台外推；頂樓加蓋；,RPRNMLLKKHHGFDF47DA,71.46,0,14.67,無
金山區,房地(土地+建物),新北市金山區山城路９０巷３２號３樓,30.11,,山坡地保育區,丙種建築用地,1110127,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860521,65.1,1,1,1,有,有,3280000,50384,,0,0,,RPUOMLTJKHHGFDF58DA,43.1,0,7.02,有
汐止區,房地(土地+建物),新北市汐止區中興路１５０巷４之１號八樓,17.91,商,,,1110110,土地1建物1車位0,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800416,157.55,7,0,7,有,有,16000000,101549,,0,0,陽台外推；,RPUOMLPKKHHGFDF28DA,127.47,0,12.07,有
金山區,土地,金山二段9-1地號,233.36,住,,,1110120,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,8520000,36510,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLQKKHHGFDF77DA,0,0,0,無
汐止區,房地(土地+建物)+車位,新北市汐止區汐碇路１６之１巷５號七樓,24.62,住,,,1110113,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000802,138.02,3,2,2,有,有,15600000,121588,坡道平面,20.41,1300000,,RPQOMLQKKHHGFDF97DA,74.41,0,11.25,有
汐止區,房地(土地+建物),新北市汐止區民權街二段８１巷８號４樓,32.01,,鄉村區,乙種建築用地,1110125,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701002,115.23,3,2,2,有,無,11000000,95461,,0,0,,RPUOMLQKKHHGFDF38DA,100.16,0,15.07,無
汐止區,房地(土地+建物)+車位,新北市汐止區仁愛路２１５號五樓,20.34,住,,,1110124,土地1建物1車位1,五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950811,211.4,4,2,2,有,有,20500000,96973,坡道平面,43.44,0,,RPWNMLPKKHHGFDF38DA,100.07,0,13.49,有
淡水區,車位,新北市淡水區新民街一段１號等,0.34,住,,,1110127,土地1建物1車位1,,,其他,,,,29.92,0,0,0,有,有,600000,,坡道平面,29.92,600000,僅車位交易；預售屋、或土地及建物分件登記案件；,RPRPMLRJKHHGFEF28DA,0,0,0,有
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路１６巷１０９號四樓,22.62,住,,,1110109,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030211,142.78,3,2,2,有,有,12750000,89298,坡道平面,25.44,0,,RPWRMLOKKHHGFEF78DA,71.79,3.34,7.57,有
淡水區,房地(土地+建物),新北市淡水區淡金路３８巷３３號四樓之２０,7.3,住,,,1110101,土地1建物1車位0,四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980218,69.69,2,1,1,有,有,7250000,104032,,0,0,,RPXRMLPKKHHGFEF98DA,40.28,0.84,7.76,有
淡水區,房地(土地+建物),新北市淡水區新民街１８０巷７弄１５號五樓之１,9.62,住,,,1110121,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780822,39.44,1,0,1,有,無,1500000,38032,,0,0,,RPSOMLQKKHHGFEF28DA,25.68,0,4.16,無
淡水區,房地(土地+建物)+車位,新北市淡水區新民街一段８１之１號四樓,31.39,住,,,1110113,土地1建物1車位1,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981225,182.39,3,2,2,有,有,12680000,69521,坡道平面,27.66,0,,RPVQMLQKKHHGFEF78DA,94.27,7.72,5.19,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段２４２號七樓,30.07,住,,,1110105,土地1建物1車位1,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,220.71,4,2,2,有,有,14200000,64338,坡道平面,29.2,0,,RPQPMLTJKHHGFEF38DA,114.68,8.11,11.01,有
蘆洲區,房地(土地+建物),新北市蘆洲區環堤大道２２號五樓,8.24,住,,,1110103,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880727,67.18,2,2,1,有,有,7750000,115362,,0,0,夾層；,RPUOMLNKJHHGFGF28DA,45.37,0,6.74,有
三重區,房地(土地+建物),新北市三重區中央北路２７巷１１號,13.95,住,,,1110106,土地1建物1車位0,一層，防空避難室,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,771201,60.7,4,2,1,有,無,9200000,151565,,0,0,夾層；,RPQOMLOKJHHGFGF97DA,56.36,4.34,0,無
三重區,房地(土地+建物),新北市三重區仁華街２８巷１５號,31.4,住,,,1110105,土地1建物1車位0,一層，平台，騎樓,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691217,105,4,1,2,有,無,15360000,146286,,0,0,其他增建：防火巷其他增建；,RPTOMLQJJHHGFGF38DA,105,0,0,無
中和區,土地,景平段401地號,6.37,商,,,1110105,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2450000,384615,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPPMLNKJHHGFHF97DA,0,0,0,無
三重區,房地(土地+建物)+車位,新北市三重區仁安街７１號六樓,15.56,住,,,1110111,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980520,105.68,2,1,1,有,有,13400000,126798,坡道機械,26.68,0,,RPPPMLQKKHHGFGF28DA,46.33,2.73,5.37,有
三重區,房地(土地+建物),新北市三重區頂崁街１９２巷１２之２號五樓,24.85,住,,,1110107,土地3建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720608,90.95,3,2,1,有,有,7770000,85432,,0,0,陽台外推；頂樓加蓋；,RPRSMLQKKHHGFGF78DA,83.6,0,7.35,無
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區民族路２５８號七樓,22.37,住,,,1110105,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,930917,165.49,5,1,2,有,有,11200000,67678,坡道平面,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTSMLQKKHHGFGF98DA,92.67,0,11.86,有
三峽區,房地(土地+建物)+車位,新北市三峽區忠孝街２５之３號六樓,16.43,商,,,1110112,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990201,162.71,3,2,2,有,有,13100000,80511,坡道平面,39.74,0,,RPVOMLNKJHHGFIF58DA,82.06,2.03,8.79,有
中和區,房地(土地+建物)+車位,新北市中和區員山路３８７巷１２號,16.51,都市：其他:住宅區,,,1110102,土地2建物1車位1,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,841207,128.6,3,2,2,有,有,14250000,110809,坡道平面,0,2250000,陽台外推；,RPSQMLPKKHHGFHF68DA,66.9,2.29,7.77,有
中和區,房地(土地+建物),新北市中和區中山路二段３３２巷６９號六樓,12.95,工,,,1110109,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土構造,1060118,100.17,2,1,1,有,有,13000000,129779,,0,0,,RPOQMLRKKHHGFHF48DA,62.62,0,0,有
中和區,房地(土地+建物),新北市中和區中正路１６９號四樓之十五,7.43,都市：其他:住宅區,,,1110105,土地2建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940805,72.85,3,2,1,有,有,11200000,153741,,0,0,陽台外推；夾層；其他增建；,RPORMLLLJHHGFHF97DA,37.37,0,9.6,有
中和區,房地(土地+建物)+車位,新北市中和區中正路８１９號十七樓,6.95,都市：其他:住宅區,,,1110110,土地2建物1車位1,十七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880915,111.73,2,1,1,有,有,12200000,109192,坡道平面,36.98,0,鐵鋁窗陽台外推；,RPWQMLQLJHHGFHF56DA,49.3,0,11.18,有
中和區,房地(土地+建物),新北市中和區中山路三段３７巷１９號十五樓,7.95,工,,,1110108,土地1建物1車位0,十五層,十九層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,970519,81.14,2,2,1,有,有,12200000,150357,,0,0,陽台外推；,RPQQMLRJKHHGFHF58DA,51.16,0,8.29,有
永和區,房地(土地+建物)+車位,新北市永和區成功路二段２２７號三樓,7.08,住,,,1110114,土地1建物1車位1,三層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950629,136.2,3,2,2,有,有,23800000,178090,坡道機械,13.79,2000000,,RPXPMLRJKHHGFHF56DA,82.7,1.36,8.38,有
中和區,房地(土地+建物),新北市中和區中山路三段１３６巷１０７號二樓,4.71,工,,,1110124,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,970930,41.82,1,1,1,有,有,6280000,150167,,0,0,陽台外推；,RPPQMLTJKHHGFHF68DA,22.61,0,3.48,有
樹林區,房地(土地+建物),新北市樹林區光興街２４號,24.48,住,,,1110114,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840508,95.14,3,2,2,有,有,12000000,126130,,0,0,,RPRNMLTJKHHGFIF68DA,77.04,0,6.71,有
樹林區,房地(土地+建物),新北市樹林區俊英街１１３號五樓,16.04,住,,,1110103,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,891009,136.32,3,2,2,有,有,10900000,79959,,0,0,,RPXOMLKKKHHGFIF58DA,90.56,0,11.39,有
三峽區,房地(土地+建物),新北市三峽區復興路４２巷７號八樓之三,8.4,住,,,1110105,土地1建物1車位0,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831115,87.01,3,2,1,有,有,8600000,98839,,0,0,陽台外推；,RPPPMLRJKHHGFIF48DA,67.44,1.76,9.07,有
三峽區,房地(土地+建物)+車位,新北市三峽區民生街１巷５之１１６號十一樓,26.56,住,,,1110116,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031211,159.1,3,1,2,有,有,16080000,101069,坡道平面,29.8,0,,RPWNMLRJKHHGFIF98DA,83.03,1.34,5.66,有
三峽區,房地(土地+建物),新北市三峽區文化路６５巷１弄１號二樓,28.94,商,,,1110105,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,751124,105.86,3,2,1,有,無,8300000,78405,,0,0,陽台外推；,RPOOMLSJKHHGFIF38DA,95.28,0,10.58,無
三峽區,土地,四汴頭段139地號,117.41,,一般農業區,甲種建築用地,1110125,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,4617308,39326,,0,0,未登記建物；,RPROMLPKKHHGFIF48DA,0,0,0,無
樹林區,房地(土地+建物),新北市樹林區光武街３０巷１之１０號四樓,19.53,工,,,1110101,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,820514,81.51,3,1,1,有,無,5200000,63796,,0,0,,RPQPMLOKKHHGFIF38DA,55.22,0,6.21,無
鶯歌區,房地(土地+建物),新北市鶯歌區德昌街１９７巷５２號,96.24,住,,,1110119,土地4建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1011113,217.98,4,3,4,有,有,16700000,76613,,0,0,其他增建；,RPRPMLOKKHHGFIF48DA,201.26,6.56,7.31,無
樹林區,房地(土地+建物)+車位,新北市樹林區大成路３１號五樓,17.3,住,,,1110121,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941129,131.95,3,2,2,有,有,8800000,66692,坡道機械,26.99,0,,RPRNMLPKKHHGFIF38DA,67.52,1.28,9.92,有
三峽區,房地(土地+建物),新北市三峽區大同路３９巷３３號,105.2,住,,,1110108,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,960606,272.11,4,2,4,有,無,26800000,98490,,0,0,陽台外推；其他增建；,RPXNMLQKKHHGFIF09DA,236.05,0,36.06,無
土城區,土地,柑林段612地號,88.73,"非都市：特定專用區 ; 非都市編定：林業用地",,,1110105,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,2250000,25358,,0,0,,RPVOMLQKKHHGFAF28EA,0,0,0,無
板橋區,房地(土地+建物)+車位,新北市板橋區松江街３２號十樓,21.17,住,,,1110114,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961109,183.8,3,2,2,有,有,28800000,185211,升降平面,38.02,1800000,陽台外推；,RPWQMLSJKHHGFAF68EA,90.29,0,12.59,有
板橋區,房地(土地+建物)+車位,新北市板橋區藝文街１２６號四樓,12.78,住,,,1110115,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081004,108.81,2,2,1,有,有,13500000,145226,坡道平面,31,2200000,,RPQRMLQKKHHGFAF08EA,45.48,2.21,4.29,有
新莊區,土地,海山頭段三角子小段38地號,688.4,住,,,1110127,土地5建物0車位0,,,其他,,,,0,0,0,0,有,無,87461220,127050,,0,0,,RPVPMLQKKHHGFBF48EA,0,0,0,無
新莊區,房地(土地+建物),新北市新莊區建安街４１巷１弄５號七樓,12.6,住,,,1110107,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860718,79.96,2,1,1,有,有,8500000,106303,,0,0,,RPWPMLQKKHHGFBF58EA,51.3,0,5.87,有
五股區,房地(土地+建物)+車位,新北市五股區天乙路４０號九樓,22.98,住,,,1110106,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,861023,155.46,2,2,1,有,有,10250000,74039,坡道平面,38.63,1600000,陽台外推；其他增建；,RPUQMLQKKHHGFBF48EA,87.4,0,12.79,有
新莊區,房地(土地+建物)+車位,新北市新莊區思源路４１２號六樓,13.27,商,,,1110122,土地1建物1車位1,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100916,141.23,2,2,1,有,有,23770000,193981,坡道平面,31.58,2500000,,RPSTMLPKKHHGFBF48EA,62.33,4.18,4.94,有
新莊區,房地(土地+建物)+車位,新北市新莊區思源路４１０號七樓,13.27,商,,,1110108,土地1建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100916,141.08,2,2,1,有,有,23480000,193160,坡道平面,31.43,2300000,,RPPRMLQKKHHGFBF08EA,62.33,4.18,4.94,有
新店區,房地(土地+建物)+車位,新北市新店區能仁街１２號十樓,12.39,住,,,1110113,土地2建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040407,102.35,2,1,1,有,有,14300000,139717,塔式車位,11.56,0,,RPVNMLQKKHHGFCF38EA,49.15,4.95,6.18,有
新店區,房地(土地+建物)+車位,新北市新店區能仁街１２號五樓,12.21,住,,,1110113,土地2建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040407,100.61,2,1,1,有,有,13500000,134181,塔式車位,11.56,0,,RPWNMLQKKHHGFCF48EA,47.99,4.95,6.18,有
淡水區,房地(土地+建物),新北市淡水區北新路１８２巷５弄２５號二樓之１,6.9,住,,,1110110,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780310,28.92,1,0,1,有,有,2100000,72614,,0,0,陽台外推；,RPVQMLQKKHHGFEF88EA,16.17,0.61,3.82,無
淡水區,房地(土地+建物),新北市淡水區北新路２６號六樓,15.03,住,,,1110101,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,831104,79.33,2,2,1,有,有,5400000,68070,,0,0,,RPVNMLQKKHHGFEF58EA,55.61,0,7.63,有
淡水區,房地(土地+建物),新北市淡水區中正東路二段１１９號十樓之３,18.16,住,,,1110123,土地1建物1車位0,十層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900302,110.86,5,2,3,有,有,11800000,106441,,0,0,夾層；,RPSNMLRKKHHGFEF38EA,67.96,0,11.82,有
三重區,房地(土地+建物),新北市三重區國隆路１２巷８號四樓,19.79,住,,,1110124,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,721207,78.99,3,2,1,有,無,8000000,101279,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQKKHHGFGF18EA,67.04,0,6.75,無
三重區,房地(土地+建物),新北市三重區光興街３７號,103.95,住,,,1110122,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,900727,215.83,5,4,5,有,無,44880000,207941,,0,0,,RPTNMLQKKHHGFGF58EA,215.83,0,0,無
三重區,房地(土地+建物)+車位,新北市三重區重新路三段５０號十一樓之一,7.54,商,,,1110116,土地3建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,881110,94.9,3,1,1,有,有,12460000,131296,坡道機械,0,1300000,陽台外推；其他增建；,RPRRMLQKKHHGFGF78EA,51.36,0,10.83,有
三峽區,房地(土地+建物),新北市三峽區大觀路３３３號十二樓,13.6,住,,,1110123,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950127,103.21,3,0,3,有,有,10600000,102703,,0,0,,RPOPMLPKKHHGFIF38EA,65.43,4.21,0,有
鶯歌區,土地,工藝段786地號,107.91,住,,,1110125,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,7495429,69460,,0,0,政府機關標讓售；,RPQNMLQKKHHGFIF48EA,0,0,0,無
樹林區,土地,西園段190地號,262.91,,一般農業區,農牧用地,1110128,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,5800000,22061,,0,0,本案係二親等買賣有向國稅局申報買賣認定有案。,RPTNMLQKKHHGFIF78EA,0,0,0,無
永和區,房地(土地+建物),新北市永和區中正路２２２號十樓之１,3.73,商,,,1110103,土地2建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840701,37.67,1,1,1,有,有,5640000,149721,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLRKKHHGFHF38EA,29.76,0.09,4.78,有
中和區,房地(土地+建物),新北市中和區水源路２９巷８號五樓,27.42,住,,,1110114,土地2建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690508,97.51,5,2,3,有,無,11200000,114860,,0,0,陽台外推；,RPQNMLRKKHHGFHF48EA,97.51,0,0,無
